# Wed 18 May 2022 10:25:34 AM EEST
Genbank;Id;RsUid;GbUid;AssemblyAccession;LastMajorReleaseAccession;ChainId;AssemblyName;Taxid;Organism;SpeciesTaxid;SpeciesNAme;AssemblyType;AssemblyStatus;Isolate;Sub_type;Sub_value;Coverage;ContigN50;ScaffoldN50;Title;Host;Strain;Isolation_source;Collection_date;Geo_loc_name
GCA_001074705.1;374461;2021438;1887098;GCF_001074705.1;GCF_001074705.1;1074705;ASM107470v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;862_SMAL;74;38334;38334;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;862_SMAL;missing;Unknown;USA: WA
GCA_001074685.1;374441;2021098;1887058;GCF_001074685.1;GCF_001074685.1;1074685;ASM107468v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;860_SMAL;21;36862;36862;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;860_SMAL;missing;Unknown;USA: WA
GCA_001074595.1;374411;2021398;1886998;GCF_001074595.1;GCF_001074595.1;1074595;ASM107459v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;847.rep1_SMAL;8;11382;12715;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;847.rep1_SMAL;missing;Unknown;USA: WA
GCA_001073355.1;373781;2020738;1885748;GCF_001073355.1;GCF_001073355.1;1073355;ASM107335v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;553_SMAL;12;31823;32785;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;553_SMAL;missing;Unknown;USA: WA
GCA_001073225.1;373711;2020038;1885618;GCF_001073225.1;GCF_001073225.1;1073225;ASM107322v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;517_SMAL;21;56962;76717;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;517_SMAL;missing;Unknown;USA: WA
GCA_001073125.1;373701;null;1885578;GCA_001073125.1;GCA_001073125.1;1073125;ASM107312v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;495_SMAL;43;4854;5448;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;495_SMAL;missing;Unknown;USA: WA
GCA_001073045.1;373631;2021898;1885438;GCF_001073045.1;GCF_001073045.1;1073045;ASM107304v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;453_SMAL;9;243432;425253;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;453_SMAL;missing;Unknown;USA: WA
GCA_001072915.1;373561;2021138;1885298;GCF_001072915.1;GCF_001072915.1;1072915;ASM107291v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;424_SMAL;22;95694;113267;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;424_SMAL;missing;Unknown;USA: WA
GCA_001072845.1;373521;2021338;1885228;GCF_001072845.1;GCF_001072845.1;1072845;ASM107284v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;416_SMAL;31;74837;98772;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;416_SMAL;missing;Unknown;USA: WA
GCA_001072655.1;373431;2021078;1885048;GCF_001072655.1;GCF_001072655.1;1072655;ASM107265v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;376_SMAL;18;33098;34819;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;376_SMAL;missing;Unknown;USA: WA
GCA_001072635.1;373421;2019958;1885018;GCF_001072635.1;GCF_001072635.1;1072635;ASM107263v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;372_SMAL;31;54493;57839;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;372_SMAL;missing;Unknown;USA: WA
GCA_001072535.1;373371;2019938;1884918;GCF_001072535.1;GCF_001072535.1;1072535;ASM107253v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;363_SMAL;18;50234;65242;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;363_SMAL;missing;Unknown;USA: WA
GCA_001072355.1;373281;2021858;1884738;GCF_001072355.1;GCF_001072355.1;1072355;ASM107235v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;334_SMAL;20;27187;30308;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;334_SMAL;missing;Unknown;USA: WA
GCA_001072215.1;373211;2021418;1884608;GCF_001072215.1;GCF_001072215.1;1072215;ASM107221v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;31_SMAL;54;32223;37245;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;31_SMAL;missing;Unknown;USA: WA
GCA_001072195.1;373201;2021038;1884578;GCF_001072195.1;GCF_001072195.1;1072195;ASM107219v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;305_SMAL;17;204025;343549;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;305_SMAL;missing;Unknown;USA: WA
GCA_001072155.1;373191;2020298;1884558;GCF_001072155.1;GCF_001072155.1;1072155;ASM107215v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;30_SMAL;13;28946;29233;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;30_SMAL;missing;Unknown;USA: WA
GCA_001071815.1;373021;2021798;1884218;GCF_001071815.1;GCF_001071815.1;1071815;ASM107181v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;22_SMAL;16;210318;288290;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;22_SMAL;missing;Unknown;USA: WA
GCA_001071655.1;372951;2020998;1884078;GCF_001071655.1;GCF_001071655.1;1071655;ASM107165v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;179_SMAL;32;110097;156924;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;179_SMAL;missing;Unknown;USA: WA
GCA_001071475.1;372851;2020918;1883878;GCF_001071475.1;GCF_001071475.1;1071475;ASM107147v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;638_SMAL;21;30841;30939;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;638_SMAL;missing;Unknown;USA: WA
GCA_001071345.1;372781;2019758;1883748;GCF_001071345.1;GCF_001071345.1;1071345;ASM107134v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;544_SMAL;23;60187;81175;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;544_SMAL;missing;Unknown;USA: WA
GCA_001071335.1;372771;2021318;1883738;GCF_001071335.1;GCF_001071335.1;1071335;ASM107133v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;543_SMAL;12;56181;82239;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;543_SMAL;missing;Unknown;USA: WA
GCA_001071285.1;372741;2020938;1883668;GCF_001071285.1;GCF_001071285.1;1071285;ASM107128v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;539_SMAL;14;69913;75170;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;539_SMAL;missing;Unknown;USA: WA
GCA_001071175.1;372701;2020858;1883578;GCF_001071175.1;GCF_001071175.1;1071175;ASM107117v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;485_SMAL;11;51632;51632;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;485_SMAL;missing;Unknown;USA: WA
GCA_001071195.1;372691;2020878;1883568;GCF_001071195.1;GCF_001071195.1;1071195;ASM107119v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;498_SMAL;21;73771;86218;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;498_SMAL;missing;Unknown;USA: WA
GCA_001071115.1;372661;2020758;1883508;GCF_001071115.1;GCF_001071115.1;1071115;ASM107111v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;447_SMAL;23;166177;200431;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;447_SMAL;missing;Unknown;USA: WA
GCA_001071065.1;372641;2020678;1883458;GCF_001071065.1;GCF_001071065.1;1071065;ASM107106v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;419_SMAL;18;84890;137281;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;419_SMAL;missing;Unknown;USA: WA
GCA_001071045.1;372631;2024288;1883438;GCF_001071045.1;GCF_001071045.1;1071045;ASM107104v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;411_SMAL;17;162454;387538;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;411_SMAL;missing;Unknown;USA: WA
GCA_001070945.1;372581;2021298;1883338;GCF_001070945.1;GCF_001070945.1;1070945;ASM107094v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;36_SMAL;14;51148;56177;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;36_SMAL;missing;Unknown;USA: WA
GCA_001070865.1;372541;2021718;1883268;GCF_001070865.1;GCF_001070865.1;1070865;ASM107086v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;32_SMAL;28;72990;88601;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;32_SMAL;missing;Unknown;USA: WA
GCA_001070785.1;372511;2020558;1883208;GCF_001070785.1;GCF_001070785.1;1070785;ASM107078v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;259_SMAL;16;28987;30498;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;259_SMAL;missing;Unknown;USA: WA
GCA_001070325.1;372281;2021378;1882738;GCF_001070325.1;GCF_001070325.1;1070325;ASM107032v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1189_SMAL;14;34277;36128;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1189_SMAL;missing;Unknown;USA: WA
GCA_001070185.1;372211;2020798;1882598;GCF_001070185.1;GCF_001070185.1;1070185;ASM107018v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1100_SMAL;13;38665;38665;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1100_SMAL;missing;Unknown;USA: WA
GCA_001069755.1;372001;2020438;1882188;GCF_001069755.1;GCF_001069755.1;1069755;ASM106975v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1339_SMAL;46;19633;20356;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1339_SMAL;missing;Unknown;USA: WA
GCA_001069685.1;371971;2020278;1882118;GCF_001069685.1;GCF_001069685.1;1069685;ASM106968v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1318_SMAL;21;35657;39168;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1318_SMAL;missing;Unknown;USA: WA
GCA_001069715.1;371961;2019558;1882108;GCF_001069715.1;GCF_001069715.1;1069715;ASM106971v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1338_SMAL;67;45975;49129;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1338_SMAL;missing;Unknown;USA: WA
GCA_001069645.1;371931;2020338;1882038;GCF_001069645.1;GCF_001069645.1;1069645;ASM106964v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;131_SMAL;44;116840;117726;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;131_SMAL;missing;Unknown;USA: WA
GCA_001069615.1;371921;2021278;1882028;GCF_001069615.1;GCF_001069615.1;1069615;ASM106961v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1305.rep2_SMAL;12;54659;55388;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1305.rep2_SMAL;missing;Unknown;USA: WA
GCA_001069605.1;371911;2020778;1881998;GCF_001069605.1;GCF_001069605.1;1069605;ASM106960v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;1305.rep1_SMAL;35;40803;40803;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1305.rep1_SMAL;missing;Unknown;USA: WA
GCA_001069595.1;371901;2020238;1881988;GCF_001069595.1;GCF_001069595.1;1069595;ASM106959v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1304_SMAL;52;35474;35474;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1304_SMAL;missing;Unknown;USA: WA
GCA_001069555.1;371891;2021218;1881958;GCF_001069555.1;GCF_001069555.1;1069555;ASM106955v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1303_SMAL;60;33352;33352;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1303_SMAL;missing;Unknown;USA: WA
GCA_001069565.1;371881;2020198;1881938;GCF_001069565.1;GCF_001069565.1;1069565;ASM106956v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1302_SMAL;20;39256;40632;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1302_SMAL;missing;Unknown;USA: WA
GCA_001069435.1;371821;2020718;1881828;GCF_001069435.1;GCF_001069435.1;1069435;ASM106943v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1265_SMAL;60;26684;26684;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1265_SMAL;missing;Unknown;USA: WA
GCA_001069405.1;371811;2020658;1881798;GCF_001069405.1;GCF_001069405.1;1069405;ASM106940v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1247_SMAL;44;37106;37909;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1247_SMAL;missing;Unknown;USA: WA
GCA_001069345.1;371781;2020138;1881738;GCF_001069345.1;GCF_001069345.1;1069345;ASM106934v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1182_SMAL;21;27276;27538;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1182_SMAL;missing;Unknown;USA: WA
GCA_001069295.1;371751;2020598;1881678;GCF_001069295.1;GCF_001069295.1;1069295;ASM106929v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1149_SMAL;19;41041;41041;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1149_SMAL;missing;Unknown;USA: WA
GCA_001069235.1;371731;2019998;1881638;GCF_001069235.1;GCF_001069235.1;1069235;ASM106923v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;1136_SMAL;32;27438;27438;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1136_SMAL;missing;Unknown;USA: WA
GCA_001069105.1;371661;2020178;1881498;GCF_001069105.1;GCF_001069105.1;1069105;ASM106910v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;1025_SMAL;101;18075;18075;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1025_SMAL;missing;Unknown;USA: WA
GCA_001069005.1;371611;2020978;1881408;GCF_001069005.1;GCF_001069005.1;1069005;ASM106900v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1297_SMAL;40;32789;32789;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1297_SMAL;missing;Unknown;USA: WA
GCA_001068965.1;371591;2021358;1881358;GCF_001068965.1;GCF_001068965.1;1068965;ASM106896v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1275_SMAL;53;24321;24321;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1275_SMAL;missing;Unknown;USA: WA
GCA_001068915.1;371561;2020898;1881308;GCF_001068915.1;GCF_001068915.1;1068915;ASM106891v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1253_SMAL;26;92309;96769;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1253_SMAL;missing;Unknown;USA: WA
GCA_001068765.1;371481;2021178;1881158;GCF_001068765.1;GCF_001068765.1;1068765;ASM106876v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1162_SMAL;62;85750;85750;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1162_SMAL;missing;Unknown;USA: WA
GCA_001068535.1;371371;2020498;1880928;GCF_001068535.1;GCF_001068535.1;1068535;ASM106853v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;1030_SMAL;22;37420;37420;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;1030_SMAL;missing;Unknown;USA: WA
GCA_001051925.1;363081;2020818;1864328;GCF_001051925.1;GCF_001051925.1;1051925;Steno1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;As1;100;166372;166372;Microbe sample from Stenotrophomonas maltophilia;Anopheles stephensi;As1;whole mosquito body;2012-05-01;USA
GCA_001020915.1;346641;9033648;1798888;GCF_001020915.1;GCF_001020915.1;1020915;ASM102091v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SAM8;10;12907;12907;Microbe sample from Stenotrophomonas maltophilia;;SAM8;water;2014-12-25;Saudi Arabia: Al Qurayyat
GCA_000978875.1;325111;1740078;1737008;GCF_000978875.1;GCF_000978875.1;978875;ASM97887v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;UV74;134;44960;44960;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia strain UV74;Homo sapiens;UV74;vascular ulcer;2009;Spain: Mediterranean region
GCA_000973145.1;322591;14360548;1728648;GCF_000973145.1;GCF_000973145.1;973145;ASM97314v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;JMNMN1;50;151759;151759;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;JMNMN1;urine sample from patient with urinary tract infection;2013-08;India: Chennai
GCA_000972335.1;322121;1731198;1727048;GCF_000972335.1;GCF_000972335.1;972335;ASM97233v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;BR12;118;33277;92072;Microbe sample from Stenotrophomonas maltophilia;Mice;BR12;intestine;2013-12-20;France: Paris
